CC,USN,sgpa
1CG,1CG16CS021,7
1CG,1CG16CS022,6.08
1CG,1CG16CS023,4.08
1CG,1CG16CS024,7.25
1CG,1CG16CS025,7.17
1CG,1CG16CS026,7.67
1CG,1CG16CS027,7.83
1CG,1CG16CS028,3.25
1CG,1CG16CS029,5.83
1CG,1CG16CS030,7.17
1CG,1CG16CS031,7.67
1CG,1CG16CS032,4.42
1CG,1CG16CS033,3.92
1CG,1CG16CS034,6.33
1CG,1CG16CS035,7.33
1CG,1CG16CS036,6.83
1CG,1CG16CS037,6
1CG,1CG16CS038,6.67
1CG,1CG16CS039,6.5
1CG,1CG16CS040,7.58
1CG,1CG16CS041,3.67
1CG,1CG16CS043,8.17
1CG,1CG16CS044,4.58
1CG,1CG16CS045,3.75
1CG,1CG16CS046,6.08
1CG,1CG16CS047,4.5
1CG,1CG16CS048,6.17
1CG,1CG16CS049,7.33
1CG,1CG16CS050,3.42
1CG,1CG16CS051,7.67
1CG,1CG16CS052,8.17
1CG,1CG16CS053,8.33
1CG,1CG16CS054,5.83
1CG,1CG16CS055,5.17
1CG,1CG16CS056,1.42
1CG,1CG16CS057,7.67
1CG,1CG16CS058,5.67
1CG,1CG16CS059,4
1CG,1CG16CS060,1.25
1CG,1CG16CS061,8.5
1CG,1CG16CS062,4.83
1CG,1CG16CS063,8.83
1CG,1CG16CS064,7.58
1CG,1CG16CS065,6.83
1CG,1CG16CS066,7.75
1CG,1CG16CS067,7.75
1CG,1CG16CS069,3.33
1CG,1CG16CS070,5.5
1CG,1CG16CS071,4.33
1CG,1CG16CS072,5.58
1CG,1CG16CS073,7.33
1CG,1CG16CS074,8.58
1CG,1CG16CS075,7.83
1CG,1CG16CS076,1.42
1CG,1CG16CS077,6.33
1CG,1CG16CS078,6
1CG,1CG16CS079,8.33
1CG,1CG16CS080,9
1CG,1CG16CS081,7.17
1CG,1CG16CS082,8.33
1CG,1CG16CS083,3.25
1CG,1CG16CS084,4.83
1CG,1CG16CS085,3
1CG,1CG16CS086,6.08
1CG,1CG16CS087,8.17
1CG,1CG16CS088,7.58
1CG,1CG16CS089,4.83
1CG,1CG16CS090,8.67
1CG,1CG16CS091,7.42
1CG,1CG16CS092,5.08
1CG,1CG16CS093,6.67
1CG,1CG16CS094,7.67
1CG,1CG16CS095,4.58
1CG,1CG16CS096,7.5
1CG,1CG16CS097,7.83
1CG,1CG16CS098,7.5
1CG,1CG16CS099,6.25
1CG,1CG16CS100,5.5
1CG,1CG16CS101,5.58
1CG,1CG16CS102,8.08
1CG,1CG16CS103,3.75
1CG,1CG16CS104,5.67
1CG,1CG16CS105,8.92
1CG,1CG16CS106,8
1CG,1CG16CS107,4.17
1CG,1CG16CS108,4.17
1CG,1CG16CS109,7.17
1CG,1CG16CS110,7.83
1CG,1CG16CS111,5.83
1CG,1CG16CS112,7.83
1CG,1CG16CS113,7
1CG,1CG16CS114,5.92
1CG,1CG16CS115,5.58
1CG,1CG16CS116,8.67
1CG,1CG16CS117,9.17
1CG,1CG16CS118,5.42
1CG,1CG16CS119,1.5
1CG,1CG16CS120,0.92
1CG,1CG16CS121,5
1CG,1CG16CS122,6.5
1CG,1CG16CS123,6.42
1CG,1CG16CS124,8.08
1CG,1CG16CS125,8.17
1CG,1CG16CS126,7.25
1CK,1CK16CS001,7.17
1CK,1CK16CS002,6.17
1CK,1CK16CS003,7.83
1CK,1CK16CS004,5.58
1CK,1CK16CS005,6.08
1CK,1CK16CS006,6.42
1CK,1CK16CS007,4.58
1CK,1CK16CS008,6.25
1CK,1CK16CS009,5.67
1CK,1CK16CS010,8.83
1CK,1CK16CS011,6.92
1CK,1CK16CS012,0.92
1CK,1CK16CS013,6.33
1CK,1CK16CS014,2.08
1CK,1CK16CS015,5.67
1CK,1CK16CS016,6.33
1CK,1CK16CS017,8.92
1CK,1CK16CS018,3.42
1CK,1CK16CS019,7.5
1CK,1CK16CS020,8
1CK,1CK16CS021,3
1CK,1CK16CS022,5.83
1CK,1CK16CS023,3.17
1CK,1CK16CS024,5.25
1CK,1CK16CS025,1
1CK,1CK16CS026,8.67
1CK,1CK16CS027,7.33
1CK,1CK16CS028,7
1CK,1CK16CS029,8.5
1CK,1CK16CS030,6.25
1CK,1CK16CS032,6.92
1CK,1CK16CS033,2
1CK,1CK16CS034,5.25
1CK,1CK16CS035,3.25
1CK,1CK16CS036,7.75
1CK,1CK16CS037,8.92
1CK,1CK16CS038,8.17
1CK,1CK16CS039,4.92
1CK,1CK16CS040,4.17
1CK,1CK16CS041,1.17
1CK,1CK16CS042,7.75
1CK,1CK16CS043,3.25
1CK,1CK16CS044,3.58
1CK,1CK16CS045,4.92
1CK,1CK16CS046,3.5
1CK,1CK16CS047,4.08
1CK,1CK16CS048,3.17
1CK,1CK16CS049,5.5
1CK,1CK16CS050,6.17
1CK,1CK16CS051,8.58
1CK,1CK16CS052,6.17
1CK,1CK16CS053,2.75
1CK,1CK16CS054,6.42
1CK,1CK16CS055,8
1CK,1CK16CS056,5.5
1CK,1CK16CS057,3.17
1CK,1CK16CS058,6
1CK,1CK16CS059,7.58
1CK,1CK16CS060,6.17
1CK,1CK16CS061,5.25
1CK,1CK16CS062,4.42
1CK,1CK16CS063,3.5
1CK,1CK16CS064,6.42
1CK,1CK16CS065,3.42
1CK,1CK16CS066,4.5
1CK,1CK16CS067,0.92
1CK,1CK16CS068,7.33
1CK,1CK16CS069,6.75
1CK,1CK16CS070,3.58
1CK,1CK16CS071,4.92
1CK,1CK16CS072,7.08
1CK,1CK16CS073,4.58
1CK,1CK16CS074,4.58
1CK,1CK16CS075,5.67
1CK,1CK16CS076,6.92
1CK,1CK16CS077,5.92
1CK,1CK16CS078,4.83
1CK,1CK16CS079,5.17
1CK,1CK16CS080,4
1CK,1CK16CS081,5.83
1CK,1CK16CS082,6.25
1CK,1CK16CS083,6
1CK,1CK16CS084,3.5
1CK,1CK16CS085,4.83
1CK,1CK16CS086,5.33
1CK,1CK16CS087,9
1CK,1CK16CS088,4.92
1CK,1CK16CS089,7.83
1CK,1CK16CS090,4.08
1CK,1CK16CS091,4.75
1CK,1CK16CS092,6.42
1CK,1CK16CS093,0.92
1CK,1CK16CS094,0.83
1CK,1CK16CS095,6.83
1CK,1CK16CS096,4.92
1CK,1CK16CS097,5.42
1CK,1CK16CS098,4.75
1CK,1CK16CS099,0.75
1CK,1CK16CS100,6.75
1CK,1CK16CS101,8
1CK,1CK16CS102,6.17
1CK,1CK16CS103,3.83
1CK,1CK16CS104,4.17
1CK,1CK16CS105,2.17
1CK,1CK16CS106,5.58
1CK,1CK16CS107,3.67
1CK,1CK16CS108,4.08
1CK,1CK16CS109,6.17
1CK,1CK16CS110,6.33
1CK,1CK16CS112,7
1CK,1CK16CS113,8.92
1CK,1CK16CS114,7.08
1CK,1CK16CS115,4.42
1CK,1CK16CS117,6.42
1CR,1CR16CS001,8.33
1CR,1CR16CS002,9
1CR,1CR16CS003,3.42
1CR,1CR16CS004,8.33
1CR,1CR16CS005,7.25
1CR,1CR16CS006,4.83
1CR,1CR16CS007,6
1CR,1CR16CS008,7.08
1CR,1CR16CS009,7.33
1CR,1CR16CS010,7.42
1CR,1CR16CS011,9.33
1CR,1CR16CS012,9
1CR,1CR16CS013,7.92
1CR,1CR16CS014,5.08
1CR,1CR16CS015,6.67
1CR,1CR16CS016,8
1CR,1CR16CS017,8.25
1CR,1CR16CS018,7.58
1CR,1CR16CS019,8.17
1CR,1CR16CS020,9.83
1CR,1CR16CS021,7.67
1CR,1CR16CS022,9.17
1CR,1CR16CS024,5.83
1CR,1CR16CS025,7.92
1CR,1CR16CS026,7.92
1CR,1CR16CS027,4.42
1CR,1CR16CS028,6.67
1CR,1CR16CS029,8.33
1CR,1CR16CS030,9.08
1CR,1CR16CS031,9.17
1CR,1CR16CS032,8.25
1CR,1CR16CS033,9.5
1CR,1CR16CS034,9.17
1CR,1CR16CS035,8.33
1CR,1CR16CS036,9.08
1CR,1CR16CS037,5.67
1CR,1CR16CS038,8.42
1CR,1CR16CS039,4.92
1CR,1CR16CS040,7.83
1CR,1CR16CS041,8.83
1CR,1CR16CS042,7.75
1CR,1CR16CS043,7.75
1CR,1CR16CS044,7.17
1CR,1CR16CS045,7.25
1CR,1CR16CS046,6.42
1CR,1CR16CS047,7.17
1CR,1CR16CS048,7.67
1CR,1CR16CS049,5.67
1CR,1CR16CS050,6.67
1CR,1CR16CS051,6.92
1CR,1CR16CS052,9.33
1CR,1CR16CS053,7.33
1CR,1CR16CS054,6
1CR,1CR16CS055,8.58
1CR,1CR16CS056,7.75
1CR,1CR16CS057,7.33
1CR,1CR16CS058,9.17
1CR,1CR16CS059,6.5
1CR,1CR16CS060,8.92
1CR,1CR16CS061,8.58
1CR,1CR16CS062,8.5
1CR,1CR16CS063,8.33
1CR,1CR16CS064,8.75
1CR,1CR16CS065,8.75
1CR,1CR16CS066,9.25
1CR,1CR16CS067,8.25
1CR,1CR16CS068,8.42
1CR,1CR16CS069,8.92
1CR,1CR16CS070,7.75
1CR,1CR16CS071,4.67
1CR,1CR16CS072,7.67
1CR,1CR16CS073,9.17
1CR,1CR16CS074,8.5
1CR,1CR16CS075,7.83
1CR,1CR16CS076,6.33
1CR,1CR16CS077,9
1CR,1CR16CS078,4.33
1CR,1CR16CS079,7.5
1CR,1CR16CS080,8.58
1CR,1CR16CS081,9.67
1CR,1CR16CS082,8.25
1CR,1CR16CS083,6.58
1CR,1CR16CS084,5.17
1CR,1CR16CS085,3.75
1CR,1CR16CS086,5.17
1CR,1CR16CS087,9.5
1CR,1CR16CS088,6.5
1CR,1CR16CS089,9.33
1CR,1CR16CS090,9.17
1CR,1CR16CS091,4.33
1CR,1CR16CS092,8.67
1CR,1CR16CS093,6.17
1CR,1CR16CS094,8.67
1CR,1CR16CS095,8.08
1CR,1CR16CS096,7.75
1CR,1CR16CS097,6.25
1CR,1CR16CS098,8.17
1CR,1CR16CS099,9.33
1CR,1CR16CS100,8.58
1CR,1CR16CS101,8.83
1CR,1CR16CS102,7
1CR,1CR16CS103,8.67
1CR,1CR16CS104,9.17
1CR,1CR16CS105,7.58
1CR,1CR16CS106,8
1CR,1CR16CS107,5.58
1CR,1CR16CS108,9.83
1CR,1CR16CS109,4.92
1CR,1CR16CS110,8.08
1CR,1CR16CS111,6.75
1CR,1CR16CS112,8.83
1CR,1CR16CS113,7.83
1CR,1CR16CS114,5.5
1CR,1CR16CS115,6.33
1CR,1CR16CS116,8.67
1CR,1CR16CS117,7.42
1CR,1CR16CS118,7.42
1CR,1CR16CS119,6.5
1CR,1CR16CS120,9
1CR,1CR16CS121,7
1CR,1CR16CS122,6.5
1CR,1CR16CS123,9
1CR,1CR16CS124,9.08
1CR,1CR16CS125,8.67
1CR,1CR16CS126,8.5
1CR,1CR16CS127,7.83
1CR,1CR16CS128,8.33
1CR,1CR16CS129,4.42
1CR,1CR16CS130,8.67
1CR,1CR16CS131,9.08
1CR,1CR16CS132,8.17
1CR,1CR16CS133,7.33
1CR,1CR16CS134,8.67
1CR,1CR16CS135,8.5
1CR,1CR16CS136,8.25
1CR,1CR16CS137,8.42
1CR,1CR16CS138,6.92
1CR,1CR16CS139,9.17
1CR,1CR16CS140,6.75
1CR,1CR16CS141,6.75
1CR,1CR16CS142,9.5
1CR,1CR16CS143,8.58
1CR,1CR16CS144,2.08
1CR,1CR16CS145,8.83
1CR,1CR16CS146,7.25
1CR,1CR16CS147,9.08
1CR,1CR16CS148,2.5
1CR,1CR16CS149,5.25
1CR,1CR16CS150,8
1CR,1CR16CS153,8.42
1CR,1CR16CS154,9.33
1CR,1CR16CS155,7.67
1CR,1CR16CS156,8.5
1CR,1CR16CS157,8.25
1CR,1CR16CS158,6.5
1CR,1CR16CS159,8.5
1CR,1CR16CS160,7.58
1CR,1CR16CS161,2.17
1CR,1CR16CS162,8.17
1CR,1CR16CS163,9.33
1CR,1CR16CS164,8.83
1CR,1CR16CS165,8.33
1CR,1CR16CS166,9.33
1CR,1CR16CS167,8.33
1CR,1CR16CS168,7.5
1CR,1CR16CS169,7.75
1CR,1CR16CS170,6.83
1CR,1CR16CS171,4.83
1CR,1CR16CS172,8
1CR,1CR16CS173,6.83
1CR,1CR16CS174,8.92
1CR,1CR16CS175,8.25
1CR,1CR16CS176,9
1CR,1CR16CS177,8.33
1CR,1CR16CS178,8
1CR,1CR16CS179,2.67
1CR,1CR16CS180,7.33
1CR,1CR16CS181,6.58
1CR,1CR16CS182,3.25
1DB,1DB16CS001,2
1DB,1DB16CS002,1.33
1DB,1DB16CS003,4.83
1DB,1DB16CS004,7.25
1DB,1DB16CS005,4.83
1DB,1DB16CS006,3.83
1DB,1DB16CS007,7.58
1DB,1DB16CS008,8
1DB,1DB16CS009,6.5
1DB,1DB16CS010,5.33
1DB,1DB16CS011,7.75
1DB,1DB16CS012,8.33
1DB,1DB16CS013,1.83
1DB,1DB16CS014,2.58
1DB,1DB16CS015,2.42
1DB,1DB16CS016,4.25
1DB,1DB16CS019,2.33
1DB,1DB16CS020,7.58
1DB,1DB16CS021,4.5
1DB,1DB16CS022,4.42
1DB,1DB16CS023,3.67
1DB,1DB16CS024,3.08
1DB,1DB16CS025,5.33
1DB,1DB16CS026,7.75
1DB,1DB16CS027,8.08
1DB,1DB16CS028,1.75
1DB,1DB16CS029,3.58
1DB,1DB16CS030,3.75
1DB,1DB16CS031,7.42
1DB,1DB16CS032,7.33
1DB,1DB16CS033,6.83
1DB,1DB16CS034,8
1DB,1DB16CS036,5.33
1DB,1DB16CS037,7.75
1DB,1DB16CS038,8.75
1DB,1DB16CS039,6.42
1DB,1DB16CS040,6.92
1DB,1DB16CS041,3.83
1DB,1DB16CS042,6.33
1DB,1DB16CS043,1.33
1DB,1DB16CS044,6.5
1DB,1DB16CS045,7.5
1DB,1DB16CS046,7.42
1DB,1DB16CS047,7.08
1DB,1DB16CS049,6.83
1DB,1DB16CS050,7.5
1DB,1DB16CS051,6.08
1DB,1DB16CS052,6.25
1DB,1DB16CS053,7.17
1DB,1DB16CS054,7
1DB,1DB16CS055,1
1DB,1DB16CS056,7.08
1DB,1DB16CS057,8.5
1DB,1DB16CS058,6.92
1DB,1DB16CS059,6.17
1DB,1DB16CS061,6.5
1DB,1DB16CS062,5.92
1DB,1DB16CS063,9.42
1DB,1DB16CS064,4.92
1DB,1DB16CS065,2.58
1DB,1DB16CS066,7.42
1DB,1DB16CS067,8.08
1DB,1DB16CS068,5.17
1DB,1DB16CS069,7.25
1DB,1DB16CS070,6.33
1DB,1DB16CS071,5
1DB,1DB16CS072,5.75
1DB,1DB16CS073,2.75
1DB,1DB16CS074,6.75
1DB,1DB16CS075,5.83
1DB,1DB16CS076,7.42
1DB,1DB16CS077,1
1DB,1DB16CS078,7.33
1DB,1DB16CS079,5.17
1DB,1DB16CS080,5.25
1DB,1DB16CS081,3.5
1DB,1DB16CS082,5.92
1DB,1DB16CS083,7.08
1DB,1DB16CS084,6.67
1DB,1DB16CS085,6.83
1DB,1DB16CS086,7.42
1DB,1DB16CS087,1.92
1DB,1DB16CS088,6.33
1DB,1DB16CS089,8.5
1DB,1DB16CS090,7.83
1DB,1DB16CS091,3.33
1DB,1DB16CS092,7.42
1DB,1DB16CS093,5.08
1DB,1DB16CS094,2.5
1DB,1DB16CS095,3.5
1DB,1DB16CS096,6.67
1DB,1DB16CS097,8.17
1DB,1DB16CS098,7.75
1DB,1DB16CS099,2.67
1DB,1DB16CS100,6.42
1DB,1DB16CS101,5.75
1DB,1DB16CS102,3.83
1DB,1DB16CS103,6
1DB,1DB16CS104,2.42
1DB,1DB16CS105,5.5
1DB,1DB16CS106,6.33
1DB,1DB16CS107,7.17
1DB,1DB16CS108,1.92
1DB,1DB16CS109,8.17
1DB,1DB16CS110,7.83
1DB,1DB16CS111,7.92
1DB,1DB16CS112,6.08
1DB,1DB16CS113,7
1DB,1DB16CS114,6.08
1DB,1DB16CS115,4.08
1DB,1DB16CS116,5.42
1DB,1DB16CS117,3.08
1DB,1DB16CS118,1.92
1DB,1DB16CS119,6.58
1DB,1DB16CS121,7.5
1DB,1DB16CS122,6.83
1DB,1DB16CS123,7.17
1DB,1DB16CS124,6.75
1DB,1DB16CS125,7.42
1DB,1DB16CS126,2.75
1DB,1DB16CS127,7.75
1DB,1DB16CS128,5.67
1DB,1DB16CS129,6
1DB,1DB16CS130,7.08
1DB,1DB16CS131,6.58
1DB,1DB16CS132,8.67
1DB,1DB16CS133,7.83
1DB,1DB16CS134,2.42
1DB,1DB16CS135,4.08
1DB,1DB16CS137,8.08
1DB,1DB16CS138,8
1DB,1DB16CS139,6.58
1DB,1DB16CS140,7.5
1DB,1DB16CS142,8
1DB,1DB16CS143,8.92
1DB,1DB16CS144,6.67
1DB,1DB16CS145,7.75
1DB,1DB16CS146,7.83
1DB,1DB16CS148,7
1DB,1DB16CS149,5.25
1DB,1DB16CS150,6.42
1DB,1DB16CS151,7.67
1DB,1DB16CS152,6.17
1DB,1DB16CS153,4.42
1DB,1DB16CS154,7.25
1DB,1DB16CS155,7.33
1DB,1DB16CS156,8.25
1DB,1DB16CS157,5.92
1DB,1DB16CS158,7
1DB,1DB16CS159,3
1DB,1DB16CS160,5.42
1DB,1DB16CS161,7.67
1DB,1DB16CS162,7.58
1DB,1DB16CS163,7.5
1DB,1DB16CS164,6.83
1DB,1DB16CS165,7.17
1DB,1DB16CS166,7.17
1DB,1DB16CS167,7.08
1DB,1DB16CS169,6.83
1DB,1DB16CS170,6.5
1DB,1DB16CS171,7.92
1DB,1DB16CS172,8.83
1DB,1DB16CS173,3.58
1DB,1DB16CS174,7.67
1DB,1DB16CS175,5.42
1DB,1DB16CS176,6.83
1DB,1DB16CS177,5.5
1DB,1DB16CS178,1.33
1DB,1DB16CS179,4.42
1DB,1DB16CS180,7
1DB,1DB16CS181,8.92
1DT,1DT16CS001,6.75
1DT,1DT16CS002,7.33
1DT,1DT16CS003,8.42
1DT,1DT16CS004,8.25
1DT,1DT16CS005,8.17
1DT,1DT16CS006,8.25
1DT,1DT16CS007,7.75
1DT,1DT16CS008,9.25
1DT,1DT16CS009,8.75
1DT,1DT16CS010,8
1DT,1DT16CS011,7.42
1DT,1DT16CS012,8.25
1DT,1DT16CS013,7.08
1DT,1DT16CS014,0.75
1DT,1DT16CS015,7.58
1DT,1DT16CS016,7.42
1DT,1DT16CS017,7.25
1DT,1DT16CS018,8.25
1DT,1DT16CS019,3.67
1DT,1DT16CS020,8.25
1DT,1DT16CS021,8.92
1DT,1DT16CS022,7.92
1DT,1DT16CS023,7.83
1DT,1DT16CS024,2.67
1DT,1DT16CS025,7.83
1DT,1DT16CS026,6.25
1DT,1DT16CS027,4.92
1DT,1DT16CS028,5.58
1DT,1DT16CS029,2.92
1DT,1DT16CS030,6.33
1DT,1DT16CS031,9
1DT,1DT16CS032,8.42
1DT,1DT16CS033,2.17
1DT,1DT16CS034,5.17
1DT,1DT16CS035,8.08
1DT,1DT16CS036,7.17
1DT,1DT16CS037,7.25
1DT,1DT16CS038,7.5
1DT,1DT16CS039,8.5
1DT,1DT16CS040,8.08
1DT,1DT16CS041,7
1DT,1DT16CS042,8.58
1DT,1DT16CS043,7.17
1DT,1DT16CS044,8.58
1DT,1DT16CS045,8
1DT,1DT16CS046,7.5
1DT,1DT16CS047,7.25
1DT,1DT16CS048,3.92
1DT,1DT16CS049,5.58
1DT,1DT16CS050,8.83
1DT,1DT16CS051,7.83
1DT,1DT16CS052,8.83
1DT,1DT16CS053,7.5
1DT,1DT16CS054,8.67
1DT,1DT16CS055,6.5
1DT,1DT16CS056,6
1DT,1DT16CS057,8.5
1DT,1DT16CS058,4.42
1DT,1DT16CS059,1
1DT,1DT16CS060,8
1DT,1DT16CS061,4.42
1DT,1DT16CS062,7.92
1DT,1DT16CS063,6.75
1DT,1DT16CS064,8.83
1DT,1DT16CS065,4
1DT,1DT16CS066,2.25
1DT,1DT16CS067,1
1DT,1DT16CS068,7.67
1DT,1DT16CS069,8.75
1DT,1DT16CS070,5.08
1DT,1DT16CS071,6
1DT,1DT16CS072,8.33
1DT,1DT16CS073,6.83
1DT,1DT16CS074,8.5
1DT,1DT16CS075,9.58
1DT,1DT16CS076,8.75
1DT,1DT16CS077,8
1DT,1DT16CS078,9.25
1DT,1DT16CS079,9.5
1DT,1DT16CS080,5.5
1DT,1DT16CS081,8.08
1DT,1DT16CS082,8.92
1DT,1DT16CS083,4.67
1DT,1DT16CS084,4.42
1DT,1DT16CS085,6.42
1DT,1DT16CS086,8.5
1DT,1DT16CS087,8.25
1DT,1DT16CS088,7.5
1DT,1DT16CS089,8.08
1DT,1DT16CS090,5.17
1DT,1DT16CS091,8
1DT,1DT16CS092,6.33
1DT,1DT16CS093,2.25
1DT,1DT16CS094,9.17
1DT,1DT16CS095,8.58
1DT,1DT16CS096,7.25
1DT,1DT16CS097,5.67
1DT,1DT16CS098,6.33
1DT,1DT16CS099,6.92
1DT,1DT16CS100,6.08
1DT,1DT16CS101,7.25
1DT,1DT16CS102,5.75
1DT,1DT16CS103,7.42
1DT,1DT16CS104,8.5
1DT,1DT16CS105,6.33
1DT,1DT16CS106,8.67
1DT,1DT16CS107,7
1DT,1DT16CS108,5.25
1DT,1DT16CS109,9.33
1DT,1DT16CS110,8.33
1DT,1DT16CS111,2.58
1DT,1DT16CS112,5.42
1DT,1DT16CS113,7.42
1DT,1DT16CS114,7.42
1DT,1DT16CS115,7.67
1DT,1DT16CS116,3.17
1DT,1DT16CS117,9.17
1DT,1DT16CS118,5.08
1DT,1DT16CS119,8.83
1DT,1DT16CS120,8.42
1EP,1EP16CS002,6.58
1EP,1EP16CS003,8.08
1EP,1EP16CS004,8.75
1EP,1EP16CS005,7.25
1EP,1EP16CS006,6.17
1EP,1EP16CS007,5.5
1EP,1EP16CS008,3.17
1EP,1EP16CS009,6.33
1EP,1EP16CS010,7.25
1EP,1EP16CS011,7.92
1EP,1EP16CS012,7.33
1EP,1EP16CS013,5.67
1EP,1EP16CS014,6.75
1EP,1EP16CS015,4.08
1EP,1EP16CS016,0.5
1EP,1EP16CS017,7.83
1EP,1EP16CS018,7.25
1EP,1EP16CS020,5.08
1EP,1EP16CS021,3.25
1EP,1EP16CS022,1.25
1EP,1EP16CS023,4.17
1EP,1EP16CS024,6.17
1EP,1EP16CS026,6.83
1EP,1EP16CS027,6.67
1EP,1EP16CS028,6.42
1EP,1EP16CS029,2.25
1EP,1EP16CS030,3
1EP,1EP16CS031,9
1EP,1EP16CS032,6.67
1EP,1EP16CS033,8.08
1EP,1EP16CS034,3.67
1EP,1EP16CS035,8.17
1EP,1EP16CS036,6.08
1EP,1EP16CS037,8
1EP,1EP16CS038,8
1EP,1EP16CS039,2.58
1EP,1EP16CS040,5.17
1EP,1EP16CS041,7.42
1EP,1EP16CS042,8.67
1EP,1EP16CS043,5.92
1EP,1EP16CS044,6.83
1EP,1EP16CS045,6.83
1EP,1EP16CS046,8.83
1EP,1EP16CS047,7.83
1EP,1EP16CS049,7
1EP,1EP16CS050,7.92
1EP,1EP16CS051,5.92
1EP,1EP16CS052,7
1EP,1EP16CS053,7.42
1EP,1EP16CS055,6.83
1EP,1EP16CS056,7.25
1EP,1EP16CS057,7.83
1EP,1EP16CS058,5.5
1EP,1EP16CS059,9.17
1EP,1EP16CS060,8.67
1EP,1EP16CS061,3.58
1EP,1EP16CS063,8.83
1EP,1EP16CS064,6.67
1EP,1EP16CS065,7.42
1EP,1EP16CS066,6.42
1EP,1EP16CS067,2.75
1EP,1EP16CS068,1.5
1EP,1EP16CS069,6.83
1EP,1EP16CS070,8.17
1EP,1EP16CS071,6.83
1EP,1EP16CS072,5.5
1EP,1EP16CS073,6.5
1EP,1EP16CS074,7.83
1EP,1EP16CS075,6.08
1EP,1EP16CS076,5.25
1EP,1EP16CS077,9
1EP,1EP16CS078,6.08
1EP,1EP16CS079,5.58
1EP,1EP16CS080,1.33
1EP,1EP16CS082,8.08
1EP,1EP16CS083,5.42
1EP,1EP16CS084,9.25
1EP,1EP16CS085,7.83
1EP,1EP16CS087,7.33
1EP,1EP16CS088,7.58
1EP,1EP16CS089,7.75
1EP,1EP16CS090,4.08
1EP,1EP16CS092,5.42
1EP,1EP16CS093,8.33
1EP,1EP16CS094,5.83
1EP,1EP16CS095,4.25
1EP,1EP16CS096,1.08
1EP,1EP16CS097,5.33
1EP,1EP16CS098,7.25
1EP,1EP16CS099,9.58
1EP,1EP16CS100,5.08
1EP,1EP16CS101,5.5
1EP,1EP16CS102,7
1EP,1EP16CS103,7.42
1EP,1EP16CS104,9
1EP,1EP16CS105,7.92
1EP,1EP16CS106,7
1EP,1EP16CS107,9
1EP,1EP16CS108,4.58
1EP,1EP16CS109,2.92
1EP,1EP16CS110,8.67
1EP,1EP16CS111,3.67
1EP,1EP16CS112,1.42
1EP,1EP16CS114,7.17
1EP,1EP16CS115,7.5
1EP,1EP16CS116,8
1EP,1EP16CS117,6.75
1EP,1EP16CS118,4.17
1EW,1EW16CS001,6.08
1EW,1EW16CS003,1.92
1EW,1EW16CS004,2
1EW,1EW16CS005,6.25
1EW,1EW16CS006,4.08
1EW,1EW16CS007,4.58
1EW,1EW16CS008,7
1EW,1EW16CS009,5
1EW,1EW16CS010,7.83
1EW,1EW16CS011,8
1EW,1EW16CS012,6.83
1EW,1EW16CS013,6.92
1EW,1EW16CS014,6.08
1EW,1EW16CS015,3.08
1EW,1EW16CS016,3.17
1EW,1EW16CS017,8.67
1EW,1EW16CS018,7.17
1EW,1EW16CS019,8.42
1EW,1EW16CS020,6
1EW,1EW16CS021,3.58
1EW,1EW16CS022,3.58
1EW,1EW16CS023,5.67
1EW,1EW16CS025,8.17
1EW,1EW16CS026,7.83
1EW,1EW16CS027,5.5
1EW,1EW16CS028,1.92
1EW,1EW16CS029,6.5
1EW,1EW16CS030,7.17
1EW,1EW16CS031,4
1EW,1EW16CS032,8.42
1EW,1EW16CS033,6
1EW,1EW16CS034,6.25
1EW,1EW16CS035,2.25
1EW,1EW16CS036,7.58
1EW,1EW16CS037,7.5
1EW,1EW16CS038,6.08
1EW,1EW16CS039,7.33
1EW,1EW16CS040,5.5
1EW,1EW16CS041,7.25
1EW,1EW16CS043,8.75
1EW,1EW16CS044,4.5
1EW,1EW16CS045,6.58
1EW,1EW16CS046,1.83
1EW,1EW16CS047,6.83
1EW,1EW16CS048,4.58
1EW,1EW16CS049,5.33
1EW,1EW16CS050,8.42
1EW,1EW16CS051,8.17
1EW,1EW16CS052,2.92
1EW,1EW16CS054,7.58
1EW,1EW16CS056,7.58
1EW,1EW16CS057,4.92
1EW,1EW16CS058,7
1EW,1EW16CS059,8
1EW,1EW16CS060,8.58
1EW,1EW16CS061,7.58
1EW,1EW16CS062,8
1EW,1EW16CS063,6.08
1EW,1EW16CS064,5.08
1EW,1EW16CS065,0.83
1EW,1EW16CS066,8.42
1EW,1EW16CS067,5.58
1EW,1EW16CS068,1
1EW,1EW16CS069,8.33
1EW,1EW16CS070,6.83
1EW,1EW16CS071,1.25
1EW,1EW16CS072,0.5
1EW,1EW16CS073,6.33
1EW,1EW16CS074,7.33
1EW,1EW16CS075,3.08
1EW,1EW16CS076,7.25
1EW,1EW16CS077,7.92
1EW,1EW16CS078,8.75
1EW,1EW16CS079,4.83
1EW,1EW16CS080,5.67
1EW,1EW16CS081,7.58
1EW,1EW16CS082,4.42
1EW,1EW16CS084,1.5
1EW,1EW16CS085,7.17
1EW,1EW16CS087,6.92
1EW,1EW16CS088,4.67
1EW,1EW16CS090,6.92
1EW,1EW16CS091,3.92
1EW,1EW16CS092,8.75
1EW,1EW16CS093,7.08
1EW,1EW16CS094,7.67
1EW,1EW16CS095,9.08
1EW,1EW16CS096,3.92
1EW,1EW16CS097,1.83
